rank,player,log,lda,rf,gbc,dnn,avg
298,Lonzo Ball,24.94207125,24.87581952,23.87496217,24.70850957,25.04578305,24.68942911
299,Thabo Sefolosha,25.06695322,25.04699233,23.77349487,23.88008502,25.02845442,24.55919597
300,Chasson Randle,24.86110908,24.84636636,24.00469638,24.19763806,24.36703155,24.45536829
301,Luke Kornet,24.943295,24.89768535,23.46983956,23.94598937,24.93896212,24.43915428
302,Rajon Rondo,24.71365897,24.62514062,23.20104889,23.90282882,25.07189235,24.30291393
303,E'Twaun Moore,23.95363254,23.9467335,25.19343554,24.26074588,24.07350056,24.28560961
304,Frank Kaminsky,24.63617109,24.60150519,23.46150126,24.01957454,24.53539376,24.25082917
305,Matthew Dellavedova,24.48827805,24.45814685,23.742203,24.57733871,23.90468435,24.23413019
306,D.J. Wilson,24.30304946,24.28771545,23.7861823,24.39835628,24.3453831,24.22413732
307,Mo Bamba,24.66645142,24.65497368,23.52891648,23.81040484,24.41082794,24.21431487
308,Khem Birch,24.81961081,24.79831751,23.35044552,23.39190281,24.48580625,24.16921658
309,Furkan Korkmaz,24.33721379,24.31796921,23.22579559,23.55980751,24.30873529,23.94990428
310,Ivan Rabb,24.23632436,24.22498619,23.21776022,23.56591941,24.31420865,23.91183976
311,Jose Calderon,23.73313443,23.72614826,23.47630857,23.97167175,23.26416077,23.63428476
312,Kenrich Williams,23.29366731,23.28931161,23.5924747,23.92229492,23.84257754,23.58806521
313,Brandon Ingram,23.27637216,23.28515321,24.04731383,23.85085414,23.06137947,23.50421456
314,Omari Spellman,23.52090496,23.51246104,22.69446589,23.12319533,23.55280645,23.28076674
315,Hamidou Diallo,23.35076638,23.35538927,23.11366138,22.98976536,23.41959834,23.24583615
316,Kris Dunn,23.30433382,23.24283679,23.0745252,23.42560643,22.92666406,23.19479326
317,Kyle O'Quinn,23.290307,23.27867644,22.42494139,22.93128883,23.5311722,23.09127717
318,Jeff Teague,23.29487384,23.22697658,22.9761797,22.96061491,22.40769874,22.97326876
319,Elfrid Payton,22.95361916,22.88716158,22.49269622,22.66837529,23.11488616,22.82334768
320,Sam Dekker,23.00766349,23.02564957,22.33314356,22.3761276,23.01397784,22.75131241
321,Tyler Dorsey,23.01881663,22.98257063,21.96544542,22.40411066,22.98890646,22.67196996
322,Marcin Gortat,22.74799717,22.74319407,22.05246331,22.10947713,22.80427371,22.49148108
323,Joakim Noah,22.93062172,22.91284594,21.55485555,21.97668792,22.91330618,22.45766346
324,Dion Waiters,22.42351118,22.37369103,22.46197543,22.5106787,22.38430732,22.43083273
325,Devonte' Graham,22.65174557,22.59698991,21.63721494,22.25509536,22.3465098,22.29751112
326,Jonah Bolden,22.2505366,22.21449473,21.40667144,21.84712051,22.38653862,22.02107238
327,Dragan Bender,21.87928708,21.87044103,21.96245135,22.01594568,22.17219719,21.98006447
328,Wendell Carter,21.78359846,21.77069369,21.95954323,22.0766097,21.71037253,21.86016352
329,Marquese Chriss,21.91032332,21.91375675,20.95724474,21.03115724,21.88424013,21.53934444
330,T.J. Warren,21.34325052,21.31714607,21.57508166,21.73076367,21.26463661,21.44617571
331,Allen Crabbe,20.58979894,20.58287177,21.66995787,21.41575372,20.99172671,21.0500218
332,Moritz Wagner,21.13815126,21.12054486,20.66464684,20.79269778,21.12900226,20.9690086
333,Glenn Robinson,21.06766081,21.07578704,20.64719912,20.71999749,21.05513303,20.9131555
334,Will Barton,20.80446848,20.77668267,20.88046593,21.20156927,20.74426792,20.88149085
335,Greg Monroe,21.12011884,21.11013431,20.29054312,20.24928586,21.11971794,20.77796002
336,Tristan Thompson,21.02791655,21.01989197,20.34687252,20.39810006,20.86004146,20.73056451
337,Kosta Koufos,21.28012987,21.2694843,19.648233,19.98161981,21.1293022,20.66175383
338,Nene Hilario,21.18826088,21.20275182,19.90309932,19.93214252,20.94514806,20.63428052
339,Dwayne Bacon,20.60718885,20.59656404,20.61075525,20.40715855,20.74259242,20.59285182
340,Lance Thomas,20.45000988,20.4833482,20.46766663,20.35611087,20.51987233,20.45540158
341,Kyle Anderson,19.89243607,19.88883537,20.74937546,20.63033325,20.05593754,20.24338354
342,Frank Ntilikina,20.06203941,20.04609376,20.18922996,20.36319278,19.94577613,20.12126641
343,Solomon Hill,19.73604793,19.75519112,20.25084038,20.18651899,20.06002795,19.99772527
344,Chandler Hutchison,19.4428897,19.46570549,19.95048766,19.79996384,19.66275187,19.66435971
