rank,player,log,lda,rf,gbc,dnn,avg
298,Jeff Green,0.478648619,0.478348712,0.486464764,0.482693827,0.473910353,0.480013255
299,Royce O'Neale,0.476918395,0.47695441,0.479725696,0.483026646,0.48340062,0.480005153
300,Rodney McGruder,0.473631926,0.473642632,0.488413879,0.482390427,0.480199364,0.479655646
301,Jerami Grant,0.47398614,0.47391289,0.487428838,0.483577259,0.477779908,0.479337007
302,Dwayne Bacon,0.47923695,0.478989862,0.47931989,0.474585082,0.48238587,0.478903531
303,Damyean Dotson,0.477052537,0.476786666,0.481125474,0.481372854,0.476915851,0.478650676
304,James Johnson,0.483546206,0.482818861,0.46815981,0.478234271,0.479785576,0.478508945
305,Semi Ojeleye,0.482079046,0.48196091,0.469456349,0.473240776,0.483731479,0.478093712
306,Gary Harris,0.474209715,0.473941414,0.486826145,0.480290805,0.473881099,0.477829836
307,Dragan Bender,0.475636676,0.47544437,0.477444595,0.478607515,0.482004287,0.477827488
308,Rodions Kurucs,0.478132786,0.478131659,0.474998733,0.476940265,0.476878082,0.477016305
309,Solomon Hill,0.469905903,0.470361693,0.482162866,0.480631404,0.477619713,0.476136316
310,Dorian Finney-Smith,0.471367322,0.471396064,0.479400282,0.479025226,0.478523099,0.475942398
311,Lance Thomas,0.475581625,0.476356935,0.475992247,0.473397927,0.477206333,0.475707014
312,Glenn Robinson,0.478810473,0.47899516,0.469254525,0.470909034,0.478525751,0.475298989
313,Tyson Chandler,0.477098296,0.477205358,0.470179406,0.473977893,0.477701601,0.475232511
314,Doug McDermott,0.476035362,0.476072663,0.47661451,0.472975674,0.472750569,0.474889756
315,Harrison Barnes,0.466827972,0.466288043,0.492576378,0.481212757,0.467266691,0.474834368
316,Steven Adams,0.469407587,0.469602351,0.480783782,0.483537974,0.469839322,0.474634203
317,Mikal Bridges,0.465334451,0.465232825,0.484851149,0.479573009,0.475984949,0.474195277
318,Wesley Matthews,0.468792411,0.468425662,0.489224019,0.477176639,0.466250399,0.473973826
319,Ante Zizic,0.474359563,0.474415318,0.473880157,0.473788112,0.472819999,0.47385263
320,Robin Lopez,0.4672528,0.467635902,0.484153338,0.479031693,0.465479329,0.472710612
321,Andrew Wiggins,0.469699104,0.469146552,0.484857682,0.47222811,0.464629795,0.472112248
322,Frank Jackson,0.468223895,0.468275384,0.479820742,0.470920708,0.468336282,0.471115402
323,Josh Okogie,0.464000874,0.464089196,0.480033092,0.477060662,0.46933829,0.470904423
324,Kyle Anderson,0.462614792,0.462531055,0.482543615,0.479775192,0.466417152,0.470776361
325,Justin Holiday,0.461168328,0.460968388,0.483778416,0.470355062,0.47351121,0.469956281
326,Wayne Selden,0.469638012,0.469811619,0.470656823,0.469902238,0.466712066,0.469344152
327,Reggie Bullock,0.463814056,0.463322473,0.48255392,0.471610928,0.465104803,0.469281236
328,Jared Dudley,0.464829982,0.464968738,0.472923902,0.475190061,0.467421152,0.469066767
329,Cedi Osman,0.462240931,0.461921861,0.481999843,0.472645503,0.464732322,0.468708092
330,Frank Ntilikina,0.466559056,0.466188227,0.469516976,0.473562623,0.463855259,0.467936428
331,P.J. Tucker,0.442582939,0.442791757,0.488058226,0.474850742,0.473650903,0.464386913
332,Wesley Iwundu,0.46218866,0.462357298,0.464963673,0.467509482,0.459500565,0.463303936
333,Bruce Brown,0.458201974,0.458666818,0.470441642,0.466595335,0.460501133,0.462881381
334,Austin Rivers,0.452597103,0.45261116,0.476498812,0.468841387,0.454305468,0.460970786
335,James Ennis,0.456484829,0.456356264,0.467599874,0.463406683,0.45778417,0.460326364
336,Rodney Hood,0.456224864,0.456035204,0.469360096,0.459466717,0.455769026,0.459371181
337,E'Twaun Moore,0.451955331,0.45182516,0.47534784,0.457749922,0.454216992,0.458219049
338,Kevin Knox,0.454989167,0.455007077,0.46953761,0.458392603,0.451464585,0.457878208
339,Chandler Hutchison,0.452160226,0.452690825,0.463964829,0.460464275,0.457273299,0.457310691
340,Garrett Temple,0.445634096,0.445955673,0.477015942,0.462739711,0.452921452,0.456853375
341,Allonzo Trier,0.452924948,0.452813291,0.461843607,0.458757897,0.44933129,0.455134207
342,Brandon Ingram,0.447622542,0.447791408,0.462448343,0.458670272,0.443488067,0.452004126
343,Collin Sexton,0.440583737,0.440477978,0.462107269,0.45049615,0.433244791,0.445381985
344,Avery Bradley,0.431412916,0.431645143,0.472289794,0.455970814,0.433719166,0.445007567
